name,steam_appid,required_age,legal_notice,platforms,categories,genres,recommendations,achievements,release_date,price,english,developer,publisher
Counter-Strike,10,0,,windows;mac;linux,Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Valve Anti-Cheat enabled;Family Sharing,Action,{'total': 148756},0,2000-11-01,9.99,1,Valve,Valve
Team Fortress Classic,20,0,,windows;mac;linux,Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Valve Anti-Cheat enabled;Remote Play Together;Family Sharing,Action,{'total': 5994},0,1999-04-01,4.99,1,Valve,Valve
Day of Defeat,30,0,,windows;mac;linux,Multi-player;Valve Anti-Cheat enabled;Family Sharing,Action,{'total': 4004},0,2003-05-01,4.99,1,Valve,Valve
Deathmatch Classic,40,0,,windows;mac;linux,Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Valve Anti-Cheat enabled;Remote Play Together;Family Sharing,Action,{'total': 2102},0,2001-06-01,4.99,1,Valve,Valve
Half-Life: Opposing Force,50,0,,windows;mac;linux,Single-player;Multi-player;Valve Anti-Cheat enabled;Remote Play Together;Family Sharing,Action,{'total': 18699},0,1999-11-01,4.99,1,Gearbox Software,Valve
Ricochet,60,0,,windows;mac;linux,Multi-player;PvP;Online PvP;Valve Anti-Cheat enabled;Family Sharing,Action,{'total': 3971},0,2000-11-01,4.99,1,Valve,Valve
Half-Life,70,0,,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Full controller support;Steam Cloud;Valve Anti-Cheat enabled;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Action,{'total': 91080},0,1998-11-08,9.99,1,Valve,Valve
Counter-Strike: Condition Zero,80,0,,windows;mac;linux,Single-player;Multi-player;Valve Anti-Cheat enabled;Family Sharing,Action,{'total': 18222},0,2004-03-01,9.99,1,Valve,Valve
Half-Life: Blue Shift,130,0,,windows;mac;linux,Single-player;Remote Play Together;Family Sharing,Action,{'total': 13737},0,2001-06-01,4.99,1,Gearbox Software,Valve
Half-Life 2,220,0,,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Includes Source SDK;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Action,{'total': 150602},33,2004-11-16,9.99,1,Valve,Valve
Counter-Strike: Source,240,0,,windows;mac;linux,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK;Family Sharing,Action,{'total': 115613},147,2004-11-01,9.99,1,Valve,Valve
Half-Life: Source,280,0,,windows;mac;linux,Single-player;Remote Play Together;Family Sharing,Action,{'total': 13014},0,2004-06-01,9.99,1,Valve,Valve
Day of Defeat: Source,300,0,,windows;mac;linux,Multi-player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Valve Anti-Cheat enabled;Stats;Includes Source SDK;Family Sharing,Action,{'total': 14371},54,2010-07-12,9.99,1,Valve,Valve
Half-Life 2: Deathmatch,320,0,,windows;mac;linux,Multi-player;Valve Anti-Cheat enabled;Includes Source SDK;Family Sharing,Action,{'total': 8628},0,2004-11-01,4.99,1,Valve,Valve
Half-Life Deathmatch: Source,360,0,,windows;mac;linux,Multi-player;Valve Anti-Cheat enabled;Family Sharing,Action,{'total': 3415},0,2006-05-01,9.99,1,Valve,Valve
Half-Life 2: Episode One,380,0,,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Stats;Includes Source SDK;Commentary available;Remote Play Together;Family Sharing,Action,{'total': 24219},13,2006-06-01,7.99,1,Valve,Valve
Portal,400,0,,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Captions available;Includes level editor;Includes Source SDK;Commentary available;Remote Play on Phone;Remote Play on Tablet;Remote Play Together;Family Sharing,Action,{'total': 133099},15,2007-10-10,9.99,1,Valve,Valve
Half-Life 2: Episode Two,420,0,,windows;mac;linux,Single-player;Steam Achievements;Full controller support;Captions available;Steam Cloud;Stats;Includes Source SDK;Commentary available;Remote Play Together;Family Sharing,Action,{'total': 31983},23,2007-10-10,7.99,1,Valve,Valve
Left 4 Dead,500,0,,windows;mac,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Captions available;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes Source SDK;Commentary available;Remote Play on TV;Remote Play Together;Family Sharing,Action,{'total': 46194},73,2008-11-17,9.99,1,Valve,Valve
Left 4 Dead 2,550,0,,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Stats;Includes Source SDK;Commentary available;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,Action,{'total': 637362},101,2009-11-16,9.99,1,Valve,Valve
Dota 2,570,0,,windows;mac;linux,Multi-player;Co-op;Steam Trading Cards;Steam Workshop;SteamVR Collectibles;In-App Purchases;Valve Anti-Cheat enabled,Action;Strategy;Free to Play,{'total': 14328},0,2013-07-09,0.0,1,Valve,Valve
Portal 2,620,0,,windows;mac;linux,Single-player;Multi-player;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;Steam Workshop;Steam Cloud;Stats;Includes level editor;Commentary available;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Remote Play Together;Family Sharing,Action;Adventure,{'total': 321118},51,2011-04-18,9.99,1,Valve,Valve
Alien Swarm,630,0,,windows,Single-player;Multi-player;Co-op;Steam Achievements;Captions available;Steam Cloud;Stats;Includes level editor;Remote Play Together,Action,{'total': 304},66,2010-07-19,0.0,1,Valve,Valve
Killing Floor,1250,17,Killing Floor ©2009-2015 by Tripwire Interactive. Killing Floor® is a registered trademark of Tripwire Interactive in the USA and other countries. All rights reserved.,windows;mac;linux,Single-player;Multi-player;Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Steam Workshop;Valve Anti-Cheat enabled;Stats;Includes level editor;Family Sharing,Action,{'total': 37076},285,2009-05-14,19.99,1,Tripwire Interactive,Tripwire Interactive
Source Filmmaker,1840,0,The Source Filmmaker is offered to Steam users under the terms of the Steam Subscriber Agreement. The following additional terms apply: http://www.sourcefilmmaker.com/sfm_subscription_agreement/,windows,Steam Workshop,Animation & Modeling;Video Production,{'total': 232},0,2012-07-10,0.0,1,Valve,Valve
Dark Messiah of Might & Magic,2100,17,,windows,Single-player;Multi-player;Valve Anti-Cheat enabled;Family Sharing,Action;RPG,{'total': 7453},0,2006-10-25,9.99,1,Arkane Studios,Ubisoft
DOOM (1993),2280,0,"© 2022 Bethesda Softworks LLC, a ZeniMax Media company. Bethesda, Bethesda Softworks, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries. DOOM, id, id Software and related logos are registered trademarks or trademarks of id Software LLC in the U.S. and/or other countries. All Rights Reserved.",windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,Action,{'total': 15163},0,2007-08-03,4.99,1,id Software,id Software
Quake,2310,17,"© 2021 Bethesda Softworks LLC, a ZeniMax Media company. Bethesda, Bethesda Softworks, ZeniMax and related logos are registered trademarks or trademarks of ZeniMax Media Inc. in the U.S. and/or other countries. QUAKE, id, id Software, id Tech and related logos are registered trademarks or trademarks of id Software LLC in the U.S. and/or other countries. All Rights Reserved.",windows,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;Steam Cloud;Remote Play Together;Family Sharing,Action,{'total': 11251},35,2007-08-03,9.99,1,id Software;Nightdive Studios;MachineGames,Bethesda Softworks
The Ship: Murder Party,2400,0,,windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Steam Trading Cards;Valve Anti-Cheat enabled;Family Sharing,Action;Indie;RPG,{'total': 2547},0,2006-07-11,9.99,1,Outerlight Ltd.,Blazing Griffin
Call of Duty® 2,2630,0,"© 2017 Activision Publishing, Inc.  Activision and Call of Duty are registered trademarks of Activision Publishing, Inc.  All rights reserved.  All other trademarks and trade names are the properties of their respective owners.",windows;mac,Single-player;Multi-player;Family Sharing,Action,{'total': 7354},0,2006-10-13,19.99,1,Infinity Ward,Activision
Plants vs. Zombies GOTY Edition,3590,0,"©2009 PopCap Games, Inc. All rights reserved.  The PopCap logo and all other trademarks used herein that are listed at www.popcap.com/trademarks are owned by PopCap Games, Inc. or its licensors and may be registered in some countries. Other company and product names used herein may be trademarks of their respective owners and are used for the benefit of those owners.",windows;mac,Single-player;Steam Achievements;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Strategy,{'total': 113780},21,2009-05-05,4.99,1,"PopCap Games, Inc.","PopCap Games, Inc.;Electronic Arts"
Psychonauts,3830,0,,windows;mac;linux,Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing,Action,{'total': 10227},37,2006-10-11,9.99,1,Double Fine Productions,Double Fine Productions
Sid Meier's Civilization® IV,3900,0,"© 2007-2013 Take-Two Interactive Software and its subsidiaries. Developed by Firaxis Games. Sid Meier’s Civilization V, Civilization, 2K Games, Firaxis Games, Take-Two Interactive Software and their respective logos are all trademarks and/or registered trademarks of Take-Two Interactive Software, Inc. The ratings icon is a trademark of the Entertainment Software Association. All rights reserved.",windows;mac,Single-player;Multi-player;Includes level editor;Family Sharing,Strategy,{'total': 2276},0,2006-10-25,19.99,1,Firaxis Games,2K
Sid Meier's Civilization® III Complete,3910,0,,windows,Single-player;Multi-player;Includes level editor;Family Sharing,Strategy,{'total': 4681},0,2006-10-25,4.99,1,Firaxis Games,2K
Garry's Mod,4000,0,,windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Includes Source SDK;Remote Play on Tablet;Family Sharing,Casual;Indie;Simulation,{'total': 911252},29,2006-11-29,9.99,1,Facepunch Studios,Valve
S.T.A.L.K.E.R.: Shadow of Chernobyl,4500,17,,windows,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Steam Cloud;Family Sharing,Action;RPG,{'total': 31277},0,2007-03-20,19.99,1,GSC Game World,GSC Game World
Company of Heroes - Legacy Edition,4560,17,"© SEGA. Developed by Relic Entertainment Inc. SEGA, the SEGA logo, Relic Entertainment and Company of Heroes are either registered trademarks or trademarks of SEGA Corporation. All rights reserved. All other trademarks, logos and copyrights are property of their respective owners.",windows,Single-player;Multi-player;Steam Trading Cards;Steam Workshop;Steam Cloud;Family Sharing,Action;Strategy,{'total': 4346},0,2007-07-17,19.99,1,Relic Entertainment,SEGA
"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",4570,17,"Warhammer 40,000 Dawn of War Gold Edition -- Copyright © Games Workshop Limited 2005.  Dawn of War, the Dawn of War logo, Dawn of War: Winter Assault and the Dawn of War: Winter Assault logo, GW, Games Workshop, Space Marine, 40K, Warhammer, Warhammer 40,000 Device, and all associated marks, logos, places, names, creatures, races and race insignia/devices/logos/symbols, vehicles, locations, weapons, units and unit insignia, characters, products, illustrations and images from the Dawn of War game and the Warhammer 40,000 universe are either ®, TM and/or © Games Workshop Ltd 2000-2007, variably registered in the UK and other countries around the world, and used under license. All Rights Reserved. Source Code for the Dawn of War game © 2004 SEGA, Relic Entertainment and their respective logos are trademarks and/or registered trademarks of SEGA. All rights reserved. All other trademarks, logos and copyrights are the property of their respective owners.",windows,Single-player;Multi-player;Steam Trading Cards;Steam Cloud;Family Sharing,Strategy,{'total': 6961},0,2007-08-07,12.99,1,Relic Entertainment,SEGA
"Warhammer® 40,000: Dawn of War® - Dark Crusade",4580,17,"Warhammer 40,000 Dawn of War Dark Crusade -- Copyright © Games Workshop Limited 2006.  Dawn of War, the Dawn of War logo, Dawn of War: Dark Crusade and the Dawn of War: Dark Crusade logo, GW, Games Workshop, Space Marine, 40K, Warhammer, Warhammer 40,000 Device, and all associated marks, logos, places, names, creatures, races and race insignia/devices/logos/symbols, vehicles, locations, weapons, units and unit insignia, characters, products, illustrations and images from the Dawn of War game and the Warhammer 40,000 universe are either ®, TM and/or © Games Workshop Ltd 2000-2007, variably registered in the UK and other countries around the world, and used under license. All Rights Reserved. Source Code for the Dawn of War game © 2006.  SEGA, Relic Entertainment and their respective logos are trademarks and/or registered trademarks of SEGA. All rights reserved. All other trademarks, logos and copyrights are the property of their respective owners.",windows,Single-player;Multi-player;Steam Cloud;Family Sharing,Strategy,{'total': 6430},0,2007-08-07,12.99,1,Relic Entertainment,SEGA
Total War: MEDIEVAL II – Definitive Edition,4700,0,,windows;mac;linux,Single-player;Multi-player;Steam Trading Cards;Family Sharing,Strategy,{'total': 22754},0,2006-11-15,24.99,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux)
Natural Selection 2,4920,0,,windows,Multi-player;PvP;Online PvP;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Includes level editor;Family Sharing,Action;Indie;Strategy,{'total': 8325},137,2012-10-30,4.99,1,Unknown Worlds Entertainment,Unknown Worlds Entertainment
STAR WARS™ Republic Commando™,6000,0,"LucasArts, the LucasArts logo, STAR WARS and related properties are trademarks in the United States and/or in other countries of Lucasfilm Ltd. and/or its affiliates. Star Wars Republic Commando is a trademark of Lucasfilm Entertainment Company Ltd. © 2005-2009 Lucasfilm Entertainment Company Ltd. or Lucasfilm Ltd. All rights reserved.",windows,Single-player;Multi-player;PvP;Shared/Split Screen PvP;Steam Cloud;Remote Play Together;Family Sharing,Action,{'total': 12760},0,2009-07-08,9.99,1,LucasArts,LucasArts;Lucasfilm;Disney
STAR WARS™ Jedi Knight - Jedi Academy™,6020,0,"LucasArts, the LucasArts logo, STAR WARS and related properties are trademarks in the United States and/or in other countries of Lucasfilm Ltd. and/or its affiliates.  © 2003-2017 Lucasfilm Entertainment Company Ltd. or Lucasfilm Ltd.  All rights reserved.",windows;mac,Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Partial Controller Support;Steam Cloud;Remote Play Together;Family Sharing,Action,{'total': 10385},0,2009-09-16,9.99,1,Raven Software,LucasArts;Lucasfilm;Disney
Hitman 2: Silent Assassin,6850,17,"Hitman 2: Silent Assassin© 2000-2019 IO Interactive A/S. Published by IO Interactive A/S. IO INTERACTIVE, the IO logo, HITMAN™, the HITMAN™ logos, and WORLD OF ASSASSINATION are trademarks or registered trademarks owned by or exclusively licensed to IO Interactive A/S. All rights reserved. All other trademarks are the property of their respective owners.",windows,Single-player;Steam Cloud;Family Sharing,Action,{'total': 2580},0,2007-03-15,8.99,1,Io-Interactive A/S,Io-Interactive A/S
Hitman: Blood Money,6860,17,"Hitman: Blood Money © 2000-2019 IO Interactive A/S. Published by IO Interactive A/S. IO INTERACTIVE, the IO logo, HITMAN™, the HITMAN™ logos, and WORLD OF ASSASSINATION are trademarks or registered trademarks owned by or exclusively licensed to IO Interactive A/S. All rights reserved. All other trademarks are the property of their respective owners.",windows,Single-player;Steam Cloud;Family Sharing,Action,{'total': 10332},0,2007-03-15,9.99,1,Io-Interactive A/S,Io-Interactive A/S
Just Cause,6880,17,,windows,Single-player;Family Sharing,Action,{'total': 3961},0,2007-03-15,6.99,1,Avalanche Studios,Square Enix
Hitman: Codename 47,6900,17,"Hitman: Codename 47 © 2000-2019 IO Interactive A/S. Published by IO Interactive A/S. IO INTERACTIVE, the IO logo, HITMAN™, the HITMAN™ logos, and WORLD OF ASSASSINATION are trademarks or registered trademarks owned by or exclusively licensed to IO Interactive A/S. All rights reserved. All other trademarks are the property of their respective owners.",windows,Single-player;Steam Cloud;Family Sharing,Action,{'total': 2820},0,2007-03-15,7.99,1,IO Interactive A/S,IO Interactive A/S
Deus Ex: Game of the Year Edition,6910,17,"Deus Ex © 2000 Eidos Interactive Corporation group of companies. Developed by Ion Storm. All rights reserved.<br />
Deus Ex the Deus Ex logo, Eidos Montreal and the Eidos logo are trademarks of the Eidos Interactive Corporation group of companies.",windows,Single-player;Multi-player;Full controller support;Family Sharing,Action,{'total': 11889},0,2007-03-29,6.99,1,Ion Storm,Eidos Interactive Corp.
X-COM: UFO Defense,7760,0,,windows,Single-player;Family Sharing,Strategy,{'total': 2856},0,2008-09-04,4.99,1,"MicroProse Software, Inc",2K
Call of Duty® 4: Modern Warfare® (2007),7940,17,,windows;mac,Single-player;Multi-player;Family Sharing,Action,{'total': 18547},0,2007-11-12,19.99,1,Infinity Ward,Activision
Just Cause 2,8190,17,"Just Cause 2 © 2010 Square Enix Ltd. Published by Square Enix Ltd. Developed by Avalanche Studios. SQUARE ENIX and the SQUARE ENIX logo are trademarks of Square Enix Holdings Co., Ltd.  JUST CAUSE, the JUST CAUSE 2 logo, EIDOS and the EIDOS logo are registered trademarks or trademarks of Square Enix Ltd.  AVALANCHE STUDIOS is a trademark of Fatalist Entertainment AB. All rights reserved.",windows,Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on TV;Family Sharing,Action;Adventure,{'total': 39666},50,2010-03-23,14.99,1,Avalanche Studios,Square Enix
EVE Online,8500,0,,windows;mac,Multi-player;MMO;PvP;Online PvP;Co-op;Online Co-op;Steam Trading Cards,Action;Massively Multiplayer;RPG;Strategy;Free to Play,{'total': 7428},0,2010-12-15,0.0,1,CCP,CCP
BioShock Infinite,8870,17,"©2002 – 2017 Take-Two interactive Software, Inc. Developed by Irrational Games. BioShock, BioShock Infinite, BioShock Infinite: Industrial Revolution, Irrational Games, 2K Games and their respective logos are all trademarks of Take-Two Interactive Software, Inc. All rights reserved. The ratings icon is a trademark of the Entertainment Software Association. All other trademarks are property of their respective owners.",windows;mac;linux,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action,{'total': 101679},80,2013-03-25,29.99,1,Irrational Games;Virtual Programming (Linux),2K
Sid Meier's Civilization® V,8930,0,"© 2007-2017 Take-Two Interactive Software and its subsidiaries. Developed by Firaxis Games. Sid Meier’s Civilization V, Civilization, 2K Games, Firaxis Games, Take-Two Interactive Software and their respective logos are all trademarks and/or registered trademarks of Take-Two Interactive Software, Inc. The ratings icon is a trademark of the Entertainment Software Association. All rights reserved.",windows;mac;linux,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Remote Play on Tablet;Family Sharing,Strategy,{'total': 119664},286,2010-09-21,29.99,1,Firaxis Games;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux)
Borderlands Game of the Year,8980,17,"©2009-2018 IPerion, LLC. All rights reserved. Published and distributed by 2K Games, Inc. under license from Gearbox Software, LLC. Gearbox, Borderlands and the Gearbox Software and Borderlands logos are registered trademarks, all used courtesy of Gearbox Software, LLC. 2K and the 2K logo are trademarks of Take-Two Interactive Software, Inc. All rights reserved. This software product includes Autodesk® Scaleform® software, © 2013 Autodesk, Inc. All rights reserved. Unreal® Engine, Copyright 1998-2014, Epic Games, Inc. All rights reserved. Unreal® is a registered trademark of Epic Games, Inc. FMOD Ex Sound System is a registered trademark of Firelight Technologies. All rights reserved. Uses Bink Video. Copyright © 1997-2014 by RAD Game Tools Inc. Uses Oodle. Copyright © 2008-2018 by RAD Game Tools Inc. Portions hereof © 2002-2016 by NVIDIA® Corporation. All rights reserved. All other copyrights or trademarks are the property of their respective owners",windows,Single-player;Multi-player;Co-op;Steam Achievements;Partial Controller Support;Steam Cloud;Family Sharing,Action;RPG,{'total': 19317},80,2023-08-31,29.99,1,Gearbox Software,2K
Return to Castle Wolfenstein,9010,0,,windows,Single-player;Multi-player;Steam Cloud;Family Sharing,Action,{'total': 6628},0,2007-08-03,4.99,1,Gray Matter Studios,Bethesda Softworks
Company of Heroes: Opposing Fronts,9340,18,"© SEGA. Developed by Relic Entertainment Inc. SEGA, the SEGA logo, Relic Entertainment and Company of Heroes are either registered trademarks or trademarks of SEGA Corporation. All rights reserved. All other trademarks, logos and copyrights are property of their respective owners.",windows,Single-player;Multi-player;Steam Cloud;Family Sharing,Action;Strategy,{'total': 701},0,2007-09-24,19.99,1,Relic Entertainment,SEGA
Supreme Commander: Forged Alliance,9420,0,© 2016 THQ Nordic GmbH; THQ Nordic GmbH is a wholly owned publishing subsidiary of THQ Nordic AB. The THQ Nordic logo and the THQ Nordic symbol are registered trademarks or trademarks of THQ Nordic AB. All rights reserved.,windows,Single-player;Multi-player;Family Sharing,Strategy,{'total': 8515},0,2011-09-28,12.99,1,Gas Powered Games,Square Enix
"Warhammer® 40,000: Dawn of War® - Soulstorm",9450,17,"Warhammer 40,000: Dawn of War - Soulstorm Copyright © Games Workshop Limited 2008. Dawn of War, the Dawn of War logo, Dawn of War - Soulstorm and the Dawn of War - Soulstorm logo, GW, Games Workshop, Space Marine, 40K, Warhammer, Warhammer 40,000 Device, and all associated marks, logos, places, names, creatures, races and race insignia/devices/logos/symbols, vehicles, locations, weapons, units and unit insignia, characters, products, illustrations and images from the Dawn of War game and the Warhammer 40,000 universe are either ®, TM and/or © Games Workshop Ltd 2000-2008, variably registered in the UK and other countries around the world, and used under license. All Rights Reserved. Source Code for the Dawn of War game © 2004 SEGA, Relic Entertainment and their respective logos are trademarks and/or registered trademarks of SEGA. All rights reserved. All other trademarks, logos and copyrights are the property of their respective owners.",windows,Single-player;Multi-player;Steam Cloud;Family Sharing,Strategy,{'total': 11461},0,2008-03-05,12.99,1,Relic Entertainment,SEGA
Saints Row 2,9480,17,"Published by Deep Silver. © 2008 THQ Inc. GameSpy and the “Powered by GameSpy” design are trademarks of GameSpy Industries, Inc. All rights reserved. Developed by Volition, Inc. Saints Row 2, Volition, Inc., THQ and their respective logos are trademarks and/or registered trademarks of THQ Inc. Deep Silver and its respecite logo is trademark of Plaion GmbH. All Rights Reserved. All other trademarks, logos and copyrights are property of their respective owners.",windows;linux,Single-player;Partial Controller Support;Steam Cloud;Family Sharing,Action,{'total': 11024},0,2009-01-07,9.99,1,Volition,Deep Silver
Star Trek Online,9900,0,™ & © 2017 CBS Studios Inc. All rights reserved. STAR TREK and related marks are trademarks of CBS Studios Inc.,windows,Multi-player;MMO;Co-op;Full controller support;In-App Purchases,Massively Multiplayer;RPG;Free to Play,{'total': 873},0,2012-01-31,0.0,1,Cryptic Studios,Arc Games
Call of Duty: World at War,10090,17,"© 2008 Activision Publishing, Inc., Activision and Call of Duty are registered trademarks of Activision Publishing, Inc. All rights reserved.",windows,Single-player;Multi-player;Co-op;Family Sharing,Action,{'total': 40534},0,2008-11-18,19.99,1,Treyarch,Activision
Call of Duty®: Modern Warfare® 2 (2009),10180,0,"© 2017 Activision Publishing, Inc. Activision and Modern Warfare are registered trademarks of Activision Publishing, Inc. All rights reserved. The ratings icon is a registered trademark of the Entertainment Software Association. All other trademarks and trade names are the properties of their respective owners.",windows;mac,Single-player;Multi-player;Co-op;Steam Achievements;Steam Cloud;Valve Anti-Cheat enabled;Family Sharing,Action,{'total': 31111},50,2009-11-11,19.99,1,Infinity Ward,Activision
Total War: EMPIRE – Definitive Edition,10500,0,"© SEGA. The Creative Assembly, Total War, Empire: Total War and the Total War logo are trademarks or registered trademarks of The Creative Assembly Limited. SEGA and the SEGA logo are registered trade marks or trade marks of SEGA Corporation. All rights reserved.",windows;mac;linux,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Steam Achievements;Steam Trading Cards;Stats;Family Sharing,Strategy,{'total': 17936},30,2009-03-04,24.99,1,CREATIVE ASSEMBLY;Feral Interactive (Mac);Feral Interactive (Linux),SEGA;Feral Interactive (Mac);Feral Interactive (Linux)
TrackMania Nations Forever,11020,0,,windows,Single-player;Multi-player;Includes level editor,Racing,{'total': 171},0,2008-04-16,0.0,1,Nadeo,Ubisoft
Bully: Scholarship Edition,12200,0,"Other Requirements; Software installations required including DirectX . Partner Requirements:  Please check the terms of service of this site before purchasing this software. You must accept the license available online at rockstargames.com/eula. Non-transferable access to special features such as exclusive, unlockable, downloadable or online content, services, or functions may require single-use serial code, additional fee and/or online account registration (13+). Access to special features may require internet connection, may not be available to all users, and may, upon 30 days notice, be terminated, modified, or offered under different terms.<br />
<br />
The content of this videogame is purely fictional, and is not intended to represent or depict any actual event, person, or entity.  The makers and publishers of this videogame do not in any way endorse, condone or encourage engaging in any conduct depicted in this videogame. Unauthorized copying, reverse engineering, transmission, public performance, rental, pay for play, or circumvention of copy protection is strictly prohibited. Rockstar Games 622 Broadway, New York, NY 10012 © 2005-2013 Rockstar Games, Inc. Rockstar Games, the Rockstar Games  , Bully, Bully: Scholarship Edition, Take-Two Interactive and their respective logos are trademarks and/or registered trademarks of Take-Two Interactive Software, Inc. in the U.S.A. and/or foreign countries.  The ratings icon(s) and all other marks and trademarks are properties of their respective owners. All Rights Reserved. Portions of this software are included under license ©2007 Emergent Game Technologies, Inc.",windows,Single-player;Partial Controller Support;Family Sharing,Action;Adventure,{'total': 27369},0,2008-10-21,14.99,1,Rockstar New England,Rockstar Games
Grand Theft Auto IV: The Complete Edition,12210,17,"Other Requirements: Initial activation requires internet connection; Online play requires log-in to Rockstar Games Social Club (13+ to register); software installations required including DirectX and Microsoft’s .NET Framework 3.0. <br />
<br />
Partner Requirements:  Please check the terms of service of this site before purchasing this software.<br />
<br />
You must accept the license available online at rockstargames.com/eula. Non-transferable access to special features such as exclusive, unlockable, downloadable or online content, services, or functions may require single-use serial code, additional fee and/or online account registration (13+). Violation of EULA, Code of Conduct, or other policies may result in restriction or termination of access to game or online account. Access to special features may require internet connection, may not be available to all users, and may, upon 30 days notice, be terminated, modified, or offered under different terms.  The content of this videogame is purely fictional, and is not intended to represent or depict any actual event, person, or entity.  The makers and publishers of this videogame do not in any way endorse, condone or encourage engaging in any conduct depicted in this videogame. Unauthorized copying, reverse engineering, transmission, public performance, rental, pay for play, or circumvention of copy protection is strictly prohibited.<br />
<br />
For information about online services, fees, restrictions, or software license terms that may apply to this game, please visit  www.rockstargames.com.<br />
<br />
Rockstar Games 622 Broadway, New York, NY 10012 © 2006-2020 Rockstar Games, Inc. Rockstar Games, the Rockstar Games  , Grand Theft Auto, Grand Theft Auto IV, Take-Two Interactive and their respective logos are trademarks and/or registered trademarks of Take-Two Interactive Software, Inc. in the U.S.A. and/or other foreign countries. Dolby, Pro Logic, and the double-D symbol are trademarks of Dolby Laboratories. Uses Bink Video Technology. Copyright © 1997-2013 by RAD Game Tools, Inc.  Euphoria is a registered trademark of NaturalMotion Ltd. The ratings icon(s) and all other marks and trademarks are properties of their respective owners. All Rights Reserved. An internet connection, assorted software installations, and certain service registrations are required for activation and use of this software.",windows,Single-player;Multi-player;Partial Controller Support;Remote Play on Phone;Remote Play on Tablet,Action;Adventure,{'total': 131820},55,2020-03-24,19.99,1,Rockstar North;Rockstar Toronto,Rockstar Games
